ori,agency_name,city,state,agency_type
CA030360X,Dana Point Police Department,dana point,CA,City
CA030390X,Laguna Niguel Police Department,laguna niguel,CA,City
CA030420X,Laguna Hills Police Department,laguna hills,CA,City
CA030430X,Lake Forest Police Department,lake forest,CA,City
CA030470X,Laguna Woods Police Department,laguna woods,CA,City
CA030480X,Rancho Santa Margarita Police Department,rancho santa margarita,CA,City
CA030490X,Aliso Viejo Police Department,aliso viejo,CA,City
CA0310100,Auburn Police Department,auburn,CA,City
CA0310300,Lincoln Police Department,lincoln,CA,City
CA0310400,Rocklin Police Department,rocklin,CA,City
CA0310500,Roseville Police Department,roseville,CA,City
CA0450100,Anderson Police Department,anderson,CA,City
CA0450200,Redding Police Department,redding,CA,City
CA0480100,Benicia Police Department,benicia,CA,City
CA0480200,Dixon Police Department,dixon,CA,City
CA0480300,Fairfield Police Department,fairfield,CA,City
CA0480400,Rio Vista Police Department,rio vista,CA,City
CA0480500,Suisun City Police Department,suisun city,CA,City
CA0480600,Vacaville Police Department,vacaville,CA,City
CA0480700,Vallejo Police Department,vallejo,CA,City
CA0490100,Cloverdale Police Department,cloverdale,CA,City
CA0490200,Cotati Police Department,cotati,CA,City
CA0490300,Healdsburg Police Department,healdsburg,CA,City
CA0490400,Rohnert Park Police Department,rohnert park,CA,City
CA0490500,Santa Rosa Police Department,santa rosa,CA,City
CA0490600,Sebastopol Police Department,sebastopol,CA,City
CA0490700,Sonoma Police Department,sonoma,CA,City
CA0490800,Petaluma Police Department,petaluma,CA,City
CA0491300,Windsor Police Department,windsor,CA,City
CA0510200,Yuba City Police Department,yuba city,CA,City
CA0520200,Red Bluff Police Department,red bluff,CA,City
CA0520100,Corning Police Department,corning,CA,City
CA0540800,Woodlake Police Department,woodlake,CA,City
CA0540700,Visalia Police Department,visalia,CA,City
CA0540600,Tulare Police Department,tulare,CA,City
CA0540500,Porterville Police Department,porterville,CA,City
CA0540400,Lindsay Police Department,lindsay,CA,City
CA0540300,Farmersville Police Department,farmersville,CA,City
CA0540200,Exeter Police Department,exeter,CA,City
CA0540100,Dinuba Police Department,dinuba,CA,City
CA001300X,Dublin Police Department,dublin,CA,City
CA0011200,San Leandro Police Department,san leandro,CA,City
CA0011300,Union City Police Department,union city,CA,City
CA0011100,Pleasanton Police Department,pleasanton,CA,City
CA0011000,Piedmont Police Department,piedmont,CA,City
CA0010900,Oakland Police Department,oakland,CA,City
CA0010800,Newark Police Department,newark,CA,City
CA0010700,Livermore Police Department,livermore,CA,City
CA0010600,Hayward Police Department,hayward,CA,City
